branch,document_id,issue_type,criterion_id,paths,layer1b_action_category,detail
A_bert_rules,NCT03416413,duplicate_identical_leaf,,inclusion_criteria.children[1].children[0];inclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02121145,duplicate_identical_leaf,,inclusion_criteria.children[3].children[0];inclusion_criteria.children[3].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02121145,duplicate_identical_leaf,,exclusion_criteria.children[1].children[1];exclusion_criteria.children[1].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02121145,duplicate_identical_leaf,,exclusion_criteria.children[5].children[0];exclusion_criteria.children[5].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02243553,duplicate_identical_leaf,,exclusion_criteria.children[0].children[0];exclusion_criteria.children[0].children[1];exclusion_criteria.children[0].children[2];exclusion_criteria.children[0].children[3];exclusion_criteria.children[0].children[4];exclusion_criteria.children[0].children[5];exclusion_criteria.children[0].children[6];exclusion_criteria.children[0].children[7],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02243553,duplicate_identical_leaf,,exclusion_criteria.children[5].children[0];exclusion_criteria.children[5].children[1];exclusion_criteria.children[5].children[2];exclusion_criteria.children[5].children[3];exclusion_criteria.children[5].children[4];exclusion_criteria.children[5].children[5];exclusion_criteria.children[5].children[6];exclusion_criteria.children[5].children[7];exclusion_criteria.children[5].children[8],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02243553,duplicate_identical_leaf,,exclusion_criteria.children[8].children[0];exclusion_criteria.children[8].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02243553,duplicate_identical_leaf,,exclusion_criteria.children[11].children[0];exclusion_criteria.children[11].children[1];exclusion_criteria.children[11].children[2];exclusion_criteria.children[11].children[3];exclusion_criteria.children[11].children[4];exclusion_criteria.children[11].children[5];exclusion_criteria.children[11].children[6];exclusion_criteria.children[11].children[7];exclusion_criteria.children[11].children[8],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02243553,duplicate_identical_leaf,,exclusion_criteria.children[13].children[2];exclusion_criteria.children[13].children[3],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02243553,duplicate_identical_leaf,,exclusion_criteria.children[14].children[0];exclusion_criteria.children[14].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02243553,duplicate_identical_leaf,,exclusion_criteria.children[14].children[2];exclusion_criteria.children[14].children[3],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02243553,duplicate_identical_leaf,,exclusion_criteria.children[15].children[0];exclusion_criteria.children[15].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00917891,duplicate_identical_leaf,,inclusion_criteria.children[7].children[0];inclusion_criteria.children[7].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00917891,duplicate_identical_leaf,,inclusion_criteria.children[7].children[2];inclusion_criteria.children[7].children[3],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00917891,duplicate_identical_leaf,,exclusion_criteria.children[5].children[0];exclusion_criteria.children[5].children[1];exclusion_criteria.children[5].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00917891,duplicate_identical_leaf,,exclusion_criteria.children[5].children[3];exclusion_criteria.children[5].children[4];exclusion_criteria.children[5].children[5],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00917891,duplicate_identical_leaf,,exclusion_criteria.children[6].children[0];exclusion_criteria.children[6].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00917891,duplicate_identical_leaf,,exclusion_criteria.children[7].children[0];exclusion_criteria.children[7].children[1];exclusion_criteria.children[7].children[2];exclusion_criteria.children[7].children[3],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00917891,duplicate_identical_leaf,,exclusion_criteria.children[8].children[0];exclusion_criteria.children[8].children[1];exclusion_criteria.children[8].children[2];exclusion_criteria.children[8].children[3];exclusion_criteria.children[8].children[4];exclusion_criteria.children[8].children[5];exclusion_criteria.children[8].children[6];exclusion_criteria.children[8].children[7];exclusion_criteria.children[8].children[8],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00917891,duplicate_identical_leaf,,exclusion_criteria.children[9].children[0];exclusion_criteria.children[9].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00917891,duplicate_identical_leaf,,exclusion_criteria.children[9].children[2];exclusion_criteria.children[9].children[3],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00917891,duplicate_identical_leaf,,exclusion_criteria.children[11].children[0];exclusion_criteria.children[11].children[1];exclusion_criteria.children[11].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01602081,duplicate_identical_leaf,,inclusion_criteria.children[0];inclusion_criteria.children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03177811,duplicate_identical_leaf,,exclusion_criteria.children[0].children[1].children[0];exclusion_criteria.children[0].children[1].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03177811,duplicate_identical_leaf,,exclusion_criteria.children[2].children[0];exclusion_criteria.children[2].children[1];exclusion_criteria.children[2].children[2];exclusion_criteria.children[2].children[3],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03177811,duplicate_identical_leaf,,exclusion_criteria.children[3].children[1].children[0];exclusion_criteria.children[3].children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02570347,duplicate_identical_leaf,,exclusion_criteria.children[4].children[0];exclusion_criteria.children[4].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02202369,duplicate_identical_leaf,,inclusion_criteria.children[0].children[0];inclusion_criteria.children[0].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02202369,duplicate_identical_leaf,,exclusion_criteria.children[1].children[0];exclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03434951,duplicate_identical_leaf,,inclusion_criteria.children[1].children[0];inclusion_criteria.children[1].children[1];inclusion_criteria.children[1].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03434951,duplicate_identical_leaf,,exclusion_criteria.children[1].children[0];exclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03434951,duplicate_identical_leaf,,exclusion_criteria.children[4].children[0];exclusion_criteria.children[4].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02783859,duplicate_identical_leaf,,exclusion_criteria.children[2].children[0];exclusion_criteria.children[2].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02783859,duplicate_identical_leaf,,exclusion_criteria.children[3].children[0];exclusion_criteria.children[3].children[1];exclusion_criteria.children[3].children[2].children[0],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02783859,duplicate_identical_leaf,,exclusion_criteria.children[4].children[0];exclusion_criteria.children[4].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03420638,duplicate_identical_leaf,,exclusion_criteria.children[2].children[0];exclusion_criteria.children[2].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03420638,duplicate_identical_leaf,,exclusion_criteria.children[4].children[0];exclusion_criteria.children[4].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03132259,duplicate_identical_leaf,,inclusion_criteria.children[1].children[0];inclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03132259,duplicate_identical_leaf,,exclusion_criteria.children[9].children[0];exclusion_criteria.children[9].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00904202,duplicate_identical_leaf,,inclusion_criteria.children[2].children[0].children[1];inclusion_criteria.children[2].children[1].children[0],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00904202,duplicate_identical_leaf,,inclusion_criteria.children[8].children[0];inclusion_criteria.children[8].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01908465,duplicate_identical_leaf,,exclusion_criteria.children[3].children[0];exclusion_criteria.children[3].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03026465,duplicate_identical_leaf,,exclusion_criteria.children[4].children[0];exclusion_criteria.children[4].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03026465,duplicate_identical_leaf,,exclusion_criteria.children[4].children[1];exclusion_criteria.children[4].children[3],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03026465,duplicate_identical_leaf,,exclusion_criteria.children[5].children[0];exclusion_criteria.children[5].children[1];exclusion_criteria.children[5].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03026465,duplicate_identical_leaf,,exclusion_criteria.children[6].children[0];exclusion_criteria.children[6].children[1];exclusion_criteria.children[6].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00319748,duplicate_identical_leaf,,inclusion_criteria.children[2].children[0];inclusion_criteria.children[2].children[1];inclusion_criteria.children[2].children[2].children[0];inclusion_criteria.children[2].children[2].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00319748,duplicate_identical_leaf,,inclusion_criteria.children[3].children[0];inclusion_criteria.children[3].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00319748,duplicate_identical_leaf,,inclusion_criteria.children[11].children[0];inclusion_criteria.children[11].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00319748,duplicate_identical_leaf,,inclusion_criteria.children[12].children[0];inclusion_criteria.children[12].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00319748,duplicate_identical_leaf,,inclusion_criteria.children[12].children[2].children[1];inclusion_criteria.children[12].children[3],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00319748,duplicate_identical_leaf,,inclusion_criteria.children[14].children[2].children[1];inclusion_criteria.children[14].children[2].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00319748,duplicate_identical_leaf,,inclusion_criteria.children[17].children[0];inclusion_criteria.children[17].children[1].children[0],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00319748,duplicate_identical_leaf,,inclusion_criteria.children[19].children[0];inclusion_criteria.children[19].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00319748,duplicate_identical_leaf,,inclusion_criteria.children[19].children[2];inclusion_criteria.children[19].children[3],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00319748,duplicate_identical_leaf,,inclusion_criteria.children[19].children[4];inclusion_criteria.children[19].children[5].children[0],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00319748,duplicate_identical_leaf,,exclusion_criteria.children[1].children[0];exclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT00319748,duplicate_identical_leaf,,exclusion_criteria.children[3].children[0];exclusion_criteria.children[3].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02604459,duplicate_identical_leaf,,exclusion_criteria.children[1].children[0];exclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02604459,duplicate_identical_leaf,,exclusion_criteria.children[2].children[0];exclusion_criteria.children[2].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03247413,duplicate_identical_leaf,,inclusion_criteria.children[0].children[0];inclusion_criteria.children[0].children[1];inclusion_criteria.children[0].children[2];inclusion_criteria.children[0].children[3].children[0],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03247413,duplicate_identical_leaf,,exclusion_criteria.children[0].children[0];exclusion_criteria.children[0].children[1];exclusion_criteria.children[0].children[2];exclusion_criteria.children[0].children[3],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02609048,duplicate_identical_leaf,,inclusion_criteria.children[8].children[4];inclusion_criteria.children[8].children[5],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02609048,duplicate_identical_leaf,,inclusion_criteria.children[8].children[6];inclusion_criteria.children[8].children[7],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02609048,duplicate_identical_leaf,,exclusion_criteria.children[13].children[0];exclusion_criteria.children[13].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02281643,duplicate_identical_leaf,,inclusion_criteria.children[1].children[0];inclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02281643,duplicate_identical_leaf,,exclusion_criteria.children[2];exclusion_criteria.children[3],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02281643,duplicate_identical_leaf,,exclusion_criteria.children[4];exclusion_criteria.children[5],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02281643,duplicate_identical_leaf,,exclusion_criteria.children[6];exclusion_criteria.children[7],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02164734,duplicate_identical_leaf,,exclusion_criteria.children[3].children[0];exclusion_criteria.children[3].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02019628,duplicate_identical_leaf,,exclusion_criteria.children[6].children[0];exclusion_criteria.children[6].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02019628,duplicate_identical_leaf,,exclusion_criteria.children[7].children[0];exclusion_criteria.children[7].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02019628,duplicate_identical_leaf,,exclusion_criteria.children[8].children[5];exclusion_criteria.children[8].children[6],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03477851,duplicate_identical_leaf,,exclusion_criteria.children[1].children[0];exclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01967420,duplicate_identical_leaf,,inclusion_criteria.children[4].children[1];inclusion_criteria.children[4].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02885909,duplicate_identical_leaf,,inclusion_criteria.children[0].children[0];inclusion_criteria.children[0].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02780427,duplicate_identical_leaf,,inclusion_criteria.children[0].children[3];inclusion_criteria.children[1].children[0],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01630954,duplicate_identical_leaf,,exclusion_criteria.children[1].children[0];exclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03019562,duplicate_identical_leaf,,inclusion_criteria.children[1].children[0];inclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03027115,duplicate_identical_leaf,,inclusion_criteria.children[2].children[0];inclusion_criteria.children[2].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03027115,duplicate_identical_leaf,,exclusion_criteria.children[0].children[0];exclusion_criteria.children[0].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT03034733,duplicate_identical_leaf,,exclusion_criteria.children[3].children[0];exclusion_criteria.children[3].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02555163,duplicate_identical_leaf,,inclusion_criteria.children[0];inclusion_criteria.children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02175186,duplicate_identical_leaf,,exclusion_criteria.children[1].children[0];exclusion_criteria.children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02301039,duplicate_identical_leaf,,inclusion_criteria.children[1].children[0];inclusion_criteria.children[1].children[1].children[0],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02301039,duplicate_identical_leaf,,inclusion_criteria.children[1].children[9];inclusion_criteria.children[1].children[10],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02301039,duplicate_identical_leaf,,inclusion_criteria.children[2].children[0];inclusion_criteria.children[2].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02301039,duplicate_identical_leaf,,inclusion_criteria.children[9].children[0].children[0];inclusion_criteria.children[9].children[0].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02301039,duplicate_identical_leaf,,inclusion_criteria.children[9].children[0].children[2];inclusion_criteria.children[9].children[0].children[3],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02301039,duplicate_identical_leaf,,inclusion_criteria.children[10].children[0];inclusion_criteria.children[10].children[1];inclusion_criteria.children[10].children[2];inclusion_criteria.children[10].children[3];inclusion_criteria.children[10].children[4],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02301039,duplicate_identical_leaf,,inclusion_criteria.children[12].children[0].children[1];inclusion_criteria.children[12].children[1].children[0],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02301039,duplicate_identical_leaf,,inclusion_criteria.children[12].children[1].children[2];inclusion_criteria.children[12].children[1].children[3],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02301039,duplicate_identical_leaf,,exclusion_criteria.children[2].children[0];exclusion_criteria.children[2].children[1].children[0],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02301039,duplicate_identical_leaf,,exclusion_criteria.children[6].children[0];exclusion_criteria.children[6].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02301039,duplicate_identical_leaf,,exclusion_criteria.children[8].children[0];exclusion_criteria.children[8].children[1];exclusion_criteria.children[8].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02301039,duplicate_identical_leaf,,exclusion_criteria.children[8].children[3];exclusion_criteria.children[8].children[4].children[0],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02301039,duplicate_identical_leaf,,exclusion_criteria.children[10].children[0];exclusion_criteria.children[10].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02713087,duplicate_identical_leaf,,inclusion_criteria.children[0].children[0].children[0];inclusion_criteria.children[0].children[0].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02713087,duplicate_identical_leaf,,inclusion_criteria.children[0].children[0].children[2];inclusion_criteria.children[0].children[0].children[3];inclusion_criteria.children[0].children[1].children[0];inclusion_criteria.children[0].children[1].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02713087,duplicate_identical_leaf,,exclusion_criteria.children[2].children[0];exclusion_criteria.children[2].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01709981,duplicate_identical_leaf,,exclusion_criteria.children[7].children[0];exclusion_criteria.children[7].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01709981,duplicate_identical_leaf,,exclusion_criteria.children[7].children[2];exclusion_criteria.children[7].children[3],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01709981,duplicate_identical_leaf,,exclusion_criteria.children[8].children[0];exclusion_criteria.children[8].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01793519,duplicate_identical_leaf,,exclusion_criteria.children[3].children[0];exclusion_criteria.children[3].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01793519,duplicate_identical_leaf,,exclusion_criteria.children[4].children[0];exclusion_criteria.children[4].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01793519,duplicate_identical_leaf,,exclusion_criteria.children[5].children[0];exclusion_criteria.children[5].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01793519,duplicate_identical_leaf,,exclusion_criteria.children[12].children[0];exclusion_criteria.children[12].children[2],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT01793519,duplicate_identical_leaf,,exclusion_criteria.children[13].children[3];exclusion_criteria.children[13].children[4],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02525991,duplicate_identical_leaf,,inclusion_criteria.children[4].children[0].children[2];inclusion_criteria.children[4].children[1],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02525991,duplicate_identical_leaf,,inclusion_criteria.children[5].children[2];inclusion_criteria.children[5].children[4],flag_only,Two or more leaves have identical structured content.
A_bert_rules,NCT02525991,duplicate_identical_leaf,,inclusion_criteria.children[8].children[1].children[1];inclusion_criteria.children[8].children[1].children[2];inclusion_criteria.children[8].children[1].children[3],flag_only,Two or more leaves have identical structured content.
